0 3 0
0.25 3 0.160315
0.5 3 0.362211
0.75 3 0.618018
1 3 0.942483
1.25 3 -5.42109
1.5 3 -3.61131
1.75 3 -2.57425
2 3 -2.00741
2.25 3 -1.7058
2.5 3 -1.55415
2.75 3 -1.49198
3 3 -1.49198
0 2.75 0
0.25 2.75 0.160315
0.5 2.75 0.362211
0.75 2.75 0.618018
1 2.75 0.942483
1.25 2.75 -1.63809
1.5 2.75 -1.96782
1.75 2.75 -1.80044
2 2.75 -1.584
2.25 2.75 -1.42109
2.5 2.75 -1.32035
2.75 2.75 -1.27235
3 2.75 -1.27235
0 2.5 0
0.25 2.5 0.184812
0.5 2.5 0.414932
0.75 2.5 0.703384
1 2.5 1.06531
1.25 2.5 -0.145703
1.5 2.5 -0.762921
1.75 2.5 -0.995317
2 2.5 -1.04889
2.25 2.5 -1.03792
2.5 2.5 -1.01366
2.75 2.5 -0.996796
3 2.5 -0.996796
0 2.25 0
0.25 2.25 0.303421
0.5 2.25 0.601422
0.75 2.25 0.969034
1 2.25 1.42241
1.25 2.25 0.738271
1.5 2.25 0.0723206
1.75 2.25 -0.33636
2 2.25 -0.547682
2.25 2.25 -0.645221
2.5 2.25 -0.685308
2.75 2.25 -0.698583
3 2.25 -0.698583
0 2 0
0.25 2 4
0.5 2 4
0.75 2 4
1 2 4
1.25 2 1.65377
1.5 2 0.619623
1.75 2 0.098284
2 2 -0.173799
2.25 2 -0.314765
2.5 2 -0.38488
2.75 2 -0.414441
3 2 -0.414441
0 1.75 0
0.25 1.75 0
0.5 1.75 0
0.75 1.75 0
1 1.75 4
1.25 1.75 0.844301
1.5 1.75 0.447001
1.75 1.75 0.178204
2 1.75 0.0127827
2.25 1.75 -0.0851612
2.5 1.75 -0.140526
2.75 1.75 -0.166816
3 1.75 -0.166816
0 1.5 0
0.25 1.5 0
0.5 1.5 0
0.75 1.5 0
1 1.5 4
1.25 1.5 -0.120232
1.5 1.5 0.0105986
1.75 1.5 0.0640385
2 1.5 0.0748073
2.25 1.5 0.0673309
2.5 1.5 0.0551777
2.75 1.5 0.0459547
3 1.5 0.0459547
0 1.25 0
0.25 1.25 0
0.5 1.25 0
0.75 1.25 0
1 1.25 4
1.25 1.25 -1.09303
1.5 1.25 -0.412527
1.75 1.25 -0.0511953
2 1.25 0.1242
2.25 1.25 0.20312
2.5 1.25 0.234523
2.75 1.25 0.243863
3 1.25 0.243863
0 1 0
0.25 1 4
0.5 1 4
0.75 1 4
1 1 4
1.25 1 -1.78836
1.5 1 -0.501371
1.75 1 0.0316456
2 1 0.273121
2.25 1 0.384215
2.5 1 0.432647
2.75 1 0.450016
3 1 0.450016
0 0.75 0
0.25 0.75 0.280544
0.5 0.75 0.557219
0.75 0.75 0.912377
1 0.75 1.37552
1.25 0.75 0.262264
1.5 0.75 0.303987
1.75 0.75 0.464086
2 0.75 0.577188
2.25 0.75 0.637863
2.5 0.75 0.665356
2.75 0.75 0.675293
3 0.75 0.675293
0 0.5 0
0.25 0.5 0.192591
0.5 0.5 0.431908
0.75 0.5 0.730528
1 0.5 1.10255
1.25 0.5 0.995576
1.5 0.5 0.970031
1.75 0.5 0.961633
2 0.5 0.949456
2.25 0.5 0.93376
2.5 0.5 0.91994
2.75 0.5 0.912292
3 0.5 0.912292
0 0.25 0
0.25 0.25 0.186225
0.5 0.25 0.416065
0.75 0.25 0.695765
1 0.25 1.03048
1.25 0.25 1.69936
1.5 0.25 1.64582
1.75 0.25 1.48179
2 0.25 1.33729
2.25 0.25 1.23462
2.5 0.25 1.17161
2.75 0.25 1.14237
3 0.25 1.14237
0 0 0
0.25 0 0.186225
0.5 0 0.416065
0.75 0 0.695765
1 0 1.03048
1.25 0 3.23551
1.5 0 2.48489
1.75 0 2.00589
2 0 1.69659
2.25 0 1.50363
2.5 0 1.39343
2.75 0 1.34382
3 0 1.34382
