0 3 0
0.0294118 3 0.0147684
0.0588235 3 0.0299742
0.0882353 3 0.0456338
0.117647 3 0.061764
0.147059 3 0.0783822
0.176471 3 0.0955068
0.205882 3 0.113157
0.235294 3 0.131352
0.264706 3 0.150112
0.294118 3 0.16946
0.323529 3 0.189416
0.352941 3 0.210003
0.382353 3 0.231246
0.411765 3 0.253168
0.441176 3 0.275795
0.470588 3 0.299151
0.5 3 0.323264
0.529412 3 0.34816
0.558824 3 0.373867
0.588235 3 0.400412
0.617647 3 0.427823
0.647059 3 0.456127
0.676471 3 0.485352
0.705882 3 0.515525
0.735294 3 0.54667
0.764706 3 0.578811
0.794118 3 0.61197
0.823529 3 0.646164
0.852941 3 0.681404
0.882353 3 0.717699
0.911765 3 0.755045
0.941176 3 0.793428
0.970588 3 0.83282
1 3 0.873168
1.02941 3 -26.9473
1.05882 3 -18.5106
1.08824 3 -13.6683
1.11765 3 -10.7795
1.14706 3 -8.96457
1.17647 3 -7.75378
1.20588 3 -6.89515
1.23529 3 -6.25136
1.26471 3 -5.74561
1.29412 3 -5.33335
1.32353 3 -4.98757
1.35294 3 -4.69108
1.38235 3 -4.43241
1.41176 3 -4.2036
1.44118 3 -3.99888
1.47059 3 -3.81399
1.5 3 -3.6457
1.52941 3 -3.4915
1.55882 3 -3.34945
1.58824 3 -3.21799
1.61765 3 -3.09588
1.64706 3 -2.98212
1.67647 3 -2.87587
1.70588 3 -2.77645
1.73529 3 -2.6833
1.76471 3 -2.59591
1.79412 3 -2.51388
1.82353 3 -2.43684
1.85294 3 -2.36447
1.88235 3 -2.29649
1.91176 3 -2.23263
1.94118 3 -2.17266
1.97059 3 -2.11637
2 3 -2.06356
2.02941 3 -2.01404
2.05882 3 -1.96763
2.08824 3 -1.92418
2.11765 3 -1.88351
2.14706 3 -1.8455
2.17647 3 -1.81
2.20588 3 -1.77687
2.23529 3 -1.74598
2.26471 3 -1.71723
2.29412 3 -1.69049
2.32353 3 -1.66566
2.35294 3 -1.64263
2.38235 3 -1.6213
2.41176 3 -1.60159
2.44118 3 -1.5834
2.47059 3 -1.56666
2.5 3 -1.55128
2.52941 3 -1.53719
2.55882 3 -1.52433
2.58824 3 -1.51263
2.61765 3 -1.50203
2.64706 3 -1.49247
2.67647 3 -1.48391
2.70588 3 -1.4763
2.73529 3 -1.46959
2.76471 3 -1.46374
2.79412 3 -1.45871
2.82353 3 -1.45448
2.85294 3 -1.45101
2.88235 3 -1.44827
2.91176 3 -1.44624
2.94118 3 -1.4449
2.97059 3 -1.44424
3 3 -1.44424
0 2.97059 0
0.0294118 2.97059 0.0147684
0.0588235 2.97059 0.0299742
0.0882353 2.97059 0.0456338
0.117647 2.97059 0.061764
0.147059 2.97059 0.0783822
0.176471 2.97059 0.0955068
0.205882 2.97059 0.113157
0.235294 2.97059 0.131352
0.264706 2.97059 0.150112
0.294118 2.97059 0.16946
0.323529 2.97059 0.189416
