0 3 0.159918
0.25 3 0.159918
0.5 3 0.361362
0.75 3 0.616652
1 3 0.940518
1.25 3 1.34948
1.5 3 1.66994
1.75 3 1.89703
2 3 2.04805
2.25 3 2.14344
2.5 3 2.19917
2.75 3 2.22512
3 3 2.22512
0 2.75 0.159918
0.25 2.75 0.159918
0.5 2.75 0.361362
0.75 2.75 0.616652
1 2.75 0.940518
1.25 2.75 1.34948
1.5 2.75 1.66994
1.75 2.75 1.89703
2 2.75 2.04805
2.25 2.75 2.14344
2.5 2.75 2.19917
2.75 2.75 2.22512
3 2.75 2.22512
0 2.5 0.183274
0.25 2.5 0.183274
0.5 2.5 0.412766
0.75 2.5 0.700517
1 2.5 1.06168
1.25 2.5 1.51916
1.5 2.5 1.81538
1.75 2.5 2.00301
2 2.5 2.12068
2.25 2.5 2.1929
2.5 2.5 2.23458
2.75 2.5 2.254
3 2.5 2.254
0 2.25 0.245263
0.25 2.25 0.245263
0.5 2.25 0.549553
0.75 2.25 0.92483
1 2.25 1.38723
1.25 2.25 1.97205
1.5 2.25 2.14778
1.75 2.25 2.22278
2 2.25 2.26296
2.25 2.25 2.28645
2.5 2.25 2.29982
2.75 2.25 2.30604
3 2.25 2.30604
0 2 4
0.25 2 4
0.5 2 4
0.75 2 4
1 2 4
1.25 2 2.998
1.5 2 2.65732
1.75 2 2.51072
2 2 2.43779
2.25 2 2.39821
2.5 2 2.37647
2.75 2 2.36639
3 2 2.36639
0 1.75 0
0.25 1.75 0
0.5 1.75 0
0.75 1.75 0
1 1.75 4
1.25 1.75 3.35475
1.5 1.75 2.95247
1.75 1.75 2.71376
2 1.75 2.57165
2.25 1.75 2.48691
2.5 1.75 2.43822
2.75 1.75 2.4152
3 1.75 2.4152
0 1.5 0
0.25 1.5 0
0.5 1.5 0
0.75 1.5 0
1 1.5 4
1.25 1.5 3.44586
1.5 1.5 3.04657
1.75 1.5 2.78658
2 1.5 2.62318
2.25 1.5 2.52276
2.5 1.5 2.46414
2.75 1.5 2.4362
3 1.5 2.4362
0 1.25 0
0.25 1.25 0
0.5 1.25 0
0.75 1.25 0
1 1.25 4
1.25 1.25 3.35798
1.5 1.25 2.95846
1.75 1.25 2.72156
2 1.25 2.58016
2.25 1.25 2.49539
2.5 1.25 2.44641
2.75 1.25 2.42313
3 1.25 2.42313
0 1 4
0.25 1 4
0.5 1 4
0.75 1 4
1 1 4
1.25 1 3.00503
1.5 1 2.67175
1.75 1 2.52847
2 1 2.45605
2.25 1 2.41567
2.5 1 2.39286
2.75 1 2.38207
3 1 2.38207
0 0.75 0.222478
0.25 0.75 0.222478
0.5 0.75 0.504202
0.75 0.75 0.865999
1 0.75 1.33814
1.25 0.75 1.97497
1.5 0.75 2.17221
1.75 0.75 2.25244
2 0.75 2.29175
2.25 0.75 2.31277
2.5 0.75 2.32382
2.75 0.75 2.32866
3 0.75 2.32866
0 0.5 0.191289
0.25 0.5 0.191289
0.5 0.5 0.430167
0.75 0.5 0.728199
1 0.5 1.09939
1.25 0.5 1.56396
1.5 0.5 1.86232
1.75 0.5 2.04653
2 0.5 2.15898
2.25 0.5 2.22632
2.5 0.5 2.26436
2.75 0.5 2.28179
3 0.5 2.28179
0 0.25 0.186123
0.25 0.25 0.186123
0.5 0.25 0.415811
0.75 0.25 0.695209
1 0.25 1.02933
1.25 0.25 1.42321
1.5 0.25 1.73193
1.75 0.25 1.94877
2 0.25 2.09143
2.25 0.25 2.18046
2.5 0.25 2.23186
2.75 0.25 2.25555
3 0.25 2.25555
0 0 0.186122
0.25 0 0.186123
0.5 0 0.415811
0.75 0 0.695209
1 0 1.02933
1.25 0 1.42321
1.5 0 1.73193
1.75 0 1.94877
2 0 2.09143
2.25 0 2.18046
2.5 0 2.23186
2.75 0 2.25555
3 0 2.25555
